date,close,volume
2026-06-22,125.18,124411092.29
2026-06-23,124.5,85163122.13
2026-06-24,124.47,73181297.41
2026-06-25,127.13,140002323.04
2026-06-26,130.4,333062924.97
2026-06-29,129.28,155874028.3
2026-06-30,132.26,140776739.45
2026-07-01,130.09,72575588.74
2026-07-02,130.23,22946311.65
2026-07-03,130.69,76581412.3
2026-07-06,127.05,87860993.24
2026-07-07,128.08,73720035.84
2026-07-08,126.94,33864824.57
2026-07-09,127.61,13463259.55
2026-07-10,128.25,67255811.63
2026-07-13,128.0,41527404.69
2026-07-14,130.66,29160678.94
2026-07-15,130.22,28773775.88
2026-07-16,131.82,67596049.81
2026-07-17,131.7,52799432.76
2026-07-20,131.92,35254854.55
2026-07-21,131.87,89283007.38
2026-07-22,131.39,34366837.02
2026-07-23,131.33,57354830.8
2026-07-24,130.27,60726009.69
2026-07-27,131.07,15644985.82
2026-07-28,133.0,71762425.99
2026-07-29,134.49,73322319.74
2026-07-30,133.43,94287810.11
2026-07-31,133.66,106720396.68
2026-08-03,135.95,119890695.82
2026-08-04,135.93,99925623.71
2026-08-05,136.83,68643347.18
2026-08-06,137.4,44457845.5
2026-08-07,139.61,79062049.97
2026-08-10,138.67,155214844.74
2026-08-11,139.24,126875276.57
2026-08-12,140.09,56628123.07
2026-08-13,142.2,221115794.93
2026-08-14,143.0,87925274.56
2026-08-17,143.59,162877062.14
2026-08-18,143.64,65763487.38
2026-08-19,141.14,100907422.04
2026-08-20,140.12,122310720.76
2026-08-21,140.55,27297400.22
2026-08-24,142.71,84407277.41
2026-08-25,142.45,44573001.54
2026-08-26,144.06,51045811.74
2026-08-27,145.66,168526377.68
2026-08-28,146.84,57601559.73
2026-08-31,145.32,60665327.19
