date,close,volume
2026-06-22,143800.0,593178300.0
2026-06-23,147000.0,34168350.0
2026-06-24,143650.0,38284400.0
2026-06-25,141350.0,17764100.0
2026-06-26,138250.0,55098600.0
2026-06-29,137950.0,19226200.0
2026-06-30,136550.0,47429950.0
2026-07-01,135750.0,23785400.0
2026-07-02,132350.0,13189700.0
2026-07-03,131250.0,17954800.0
2026-07-06,127400.0,36382700.0
2026-07-07,130000.0,27896750.0
2026-07-08,134600.0,49176600.0
2026-07-09,137350.0,23503750.0
2026-07-10,135650.0,7370700.0
2026-07-13,132400.0,7185900.0
2026-07-14,134650.0,33313250.0
2026-07-15,130800.0,1719150.0
2026-07-16,127200.0,7813150.0
2026-07-17,127000.0,18089050.0
2026-07-20,132100.0,143677400.0
2026-07-21,133500.0,39682250.0
2026-07-22,134800.0,4585450.0
2026-07-23,135650.0,49621800.0
2026-07-24,141650.0,148537800.0
2026-07-27,141100.0,35649350.0
2026-07-28,141650.0,38149300.0
2026-07-29,145700.0,16617800.0
2026-07-30,144900.0,14560550.0
2026-07-31,144700.0,4758350.0
2026-08-03,142850.0,6611300.0
2026-08-04,143000.0,1287800.0
2026-08-05,144850.0,3185050.0
2026-08-06,144600.0,723900.0
2026-08-07,144550.0,2026750.0
2026-08-10,144100.0,2591450.0
2026-08-11,145400.0,34233600.0
2026-08-12,145150.0,8702950.0
2026-08-13,142900.0,40028450.0
2026-08-14,140750.0,12592650.0
2026-08-17,137300.0,4287550.0
2026-08-18,138750.0,4035000.0
2026-08-19,139400.0,1530650.0
2026-08-20,138550.0,1247400.0
2026-08-21,139450.0,278150.0
2026-08-24,137000.0,1093650.0
2026-08-25,140150.0,5982500.0
2026-08-26,138350.0,414700.0
2026-08-27,137750.0,22155550.0
