date,close,volume
2024-08-19,53.35,64012980.0
2024-08-20,52.95,45505465.0
2024-08-21,52.95,31474185.0
2024-08-22,50.4,88793975.0
2024-08-23,50.1,82145635.0
2024-08-26,51.15,73851885.0
2024-08-27,49.4,49522170.0
2024-08-28,49.1,45089095.0
2024-08-29,48.9,61846970.0
2024-08-30,46.5,54639195.0
2024-09-02,43.65,147783195.0
2024-09-03,43.25,110231400.0
2024-09-04,46.2,288896455.0
2024-09-05,44.1,158666665.0
2024-09-06,45.2,97657400.0
2024-09-09,46.2,54830530.0
2024-09-10,45.15,44338595.0
2024-09-11,43.65,34905635.0
2024-09-12,45.15,409673820.0
2024-09-13,46.0,86028045.0
2024-09-16,48.6,321503055.0
2024-09-17,48.4,100412750.0
2024-09-18,51.65,415432070.0
2024-09-19,51.4,201044890.0
2024-09-20,53.4,243866805.0
2024-09-23,56.25,186087875.0
2024-09-24,54.85,186605260.0
2024-09-25,55.9,483472610.0
2024-09-26,54.9,83312280.0
2024-09-27,55.0,86994005.0
2024-09-30,54.0,70360180.0
2024-10-01,51.8,105794790.0
2024-10-02,50.45,98124490.0
2024-10-03,48.9,410870080.0
2024-10-04,47.8,190413735.0
2024-10-07,46.55,216356670.0
2024-10-08,47.0,1008573440.0
2024-10-09,47.45,744322725.0
2024-10-10,46.45,167917140.0
2024-10-11,44.15,318400950.0
2024-10-14,43.55,596129515.0
2024-10-15,43.4,307291985.0
2024-10-16,42.6,347146190.0
2024-10-17,38.05,791540840.0
2024-10-18,38.0,1010604060.0
2024-10-21,30.8,2644505405.0
2024-10-22,31.05,863391905.0
2024-10-23,30.1,454703620.0
2024-10-24,30.45,357668325.0
2024-10-25,28.95,582322915.0
2024-10-28,27.9,705267480.0
2024-10-29,28.3,323262910.0
2024-10-30,28.2,518037765.0
2024-10-31,28.4,152044900.0
2024-11-01,29.65,345718075.0
2024-11-02,28.9,235419130.0
2024-11-05,29.05,171881290.0
2024-11-06,29.75,537218930.0
2024-11-07,30.15,265249310.0
2024-11-08,30.65,351090155.0
2024-11-11,32.2,647304800.0
2024-11-12,32.05,723341685.0
2024-11-13,31.15,341812260.0
2024-11-14,30.65,133734735.0
