date,close,volume
2024-09-02,10.75,1656553.0
2024-09-03,10.61,1813810.0
2024-09-04,11.28,576717.0
2024-09-05,10.91,1043048.0
2024-09-06,11.39,646002.0
2024-09-09,11.61,501944.0
2024-09-10,11.55,628658.0
2024-09-11,11.31,501785.0
2024-09-12,11.14,182735.0
2024-09-13,10.91,1011905.0
2024-09-16,11.03,1804692.0
2024-09-17,11.13,1572151.0
2024-09-18,11.15,1463303.0
2024-09-19,11.21,7132169.0
2024-09-20,11.53,2394339.0
2024-09-23,11.99,4754423.0
2024-09-24,11.89,3786270.0
2024-09-25,11.86,1735375.0
2024-09-26,11.69,548795.0
2024-09-27,11.76,734609.0
2024-09-30,11.82,682292.0
2024-10-01,11.7,821691.0
2024-10-02,11.38,819560.0
2024-10-03,11.27,1194267.0
2024-10-04,11.43,413549.0
2024-10-07,11.33,622526.0
2024-10-08,11.34,184016.0
2024-10-09,11.15,298810.0
2024-10-10,12.11,18463854.0
2024-10-11,11.66,2828702.0
2024-10-14,11.7,2323316.0
2024-10-15,11.85,1141991.0
2024-10-16,11.83,797062.0
2024-10-17,11.72,667032.0
2024-10-18,11.62,406367.0
2024-10-21,11.68,495951.0
2024-10-22,11.62,316662.0
2024-10-23,11.54,536638.0
2024-10-24,11.45,328312.0
2024-10-25,11.31,521151.0
2024-10-28,10.8,470103.0
2024-10-29,11.06,442059.0
2024-10-30,11.04,655894.0
2024-10-31,10.91,537595.0
2024-11-01,10.84,548923.0
2024-11-02,10.86,184785.0
2024-11-05,10.8,313939.0
2024-11-06,10.9,946073.0
2024-11-07,10.89,171885.0
2024-11-08,10.95,1166192.0
2024-11-11,11.24,1770773.0
2024-11-12,11.2,844047.0
2024-11-13,11.3,562537.0
2024-11-14,10.97,1162750.0
2024-11-15,10.95,879487.0
2024-11-18,10.89,1606323.0
2024-11-19,10.62,788919.0
2024-11-20,10.49,2453560.0
2024-11-21,10.24,820943.0
2024-11-22,10.17,1480027.0
2024-11-25,10.11,512358.0
2024-11-26,9.69,1248104.0
2024-11-27,9.01,1795953.0
2024-11-28,9.31,898506.0
2024-11-29,9.42,850223.0
2024-12-02,9.41,543935.0
2024-12-03,9.34,429176.0
2024-12-04,9.42,399366.0
2024-12-05,9.36,1002797.0
2024-12-06,9.48,367476.0
2024-12-09,9.51,243855.0
2024-12-10,9.48,350265.0
2024-12-11,9.26,568513.0
2024-12-12,9.33,356135.0
2024-12-13,9.27,314911.0
2024-12-16,8.7,614118.0
2024-12-17,8.71,904859.0
2024-12-18,8.79,152009.0
2024-12-19,8.7,1193296.0
2024-12-20,9.49,1333953.0
2024-12-23,9.87,860869.0
2024-12-24,9.72,643372.0
2024-12-25,9.75,520546.0
2024-12-26,10.16,1422852.0
2024-12-27,9.91,675393.0
2024-12-28,9.92,287655.0
